41459	686.219299	24.598877
41459.04167	686.239197	24.604248
41459.08333	686.227844	24.60083
41459.125	686.307312	24.598877
41459.16667	686.363037	24.598877
41459.20833	686.399048	24.60083
41459.25	686.312012	24.60083
41459.29167	686.143982	24.60083
41459.33333	685.945862	24.60376
41459.375	685.913086	24.601807
41459.41667	685.823608	24.599854
41459.45833	685.95105	24.599854
41459.5	686.108032	24.600372
41459.54167	686.354309	24.599365
41459.58333	686.588379	24.602295
41459.625	686.680664	24.601349
41459.66667	686.629822	24.60083
41459.70833	686.542419	24.601349
41459.75	686.321289	24.600372
41459.79167	686.173767	24.599365
41459.83333	685.939819	24.603271
41459.875	685.736206	24.601807
41459.91667	685.620728	24.604248
41459.95833	685.665588	24.60376
41460	685.649475	24.603271
41460.04167	685.767883	24.601807
41460.08333	685.783752	24.604248
41460.125	685.833862	24.605743
41460.16667	685.856567	24.600372
41460.20833	685.823608	24.602295
41460.25	685.755554	24.602783
41460.29167	685.687378	24.603271
41460.33333	685.513672	24.604736
41460.375	685.387085	24.601807
41460.41667	685.400879	24.605743
41460.45833	685.504211	24.606689
41460.5	685.63855	24.605255
41460.54167	685.932739	24.604736
41460.58333	686.045166	24.604248
41460.625	686.12085	24.606232
41460.66667	686.067261	24.603271
41460.70833	685.862671	24.605255
41460.75	685.680664	24.604248
41460.79167	685.467285	24.605743
41460.83333	685.286865	24.607666
41460.875	685.153198	24.60376
41460.91667	685.135559	24.605743
41460.95833	685.126404	24.606689
41461	685.088196	24.607178
41461.04167	685.115601	24.604736
41461.08333	685.148193	24.604248
41461.125	685.227661	24.605255
41461.16667	685.317139	24.604736
41461.20833	685.241272	24.605255
41461.25	685.202209	24.605743
41461.29167	685.083557	24.606232
41461.33333	684.923706	24.607666
41461.375	684.881042	24.608154
41461.41667	684.788086	24.60376
41461.45833	684.907715	24.605255
41461.5	684.999023	24.605743
41461.54167	685.307922	24.606689
41461.58333	685.488037	24.607178
41461.625	685.501099	24.609131
41461.66667	685.559448	24.607178
41461.70833	685.439514	24.606232
41461.75	685.288574	24.609131
41461.79167	685.072205	24.607178
41461.83333	684.874451	24.605743
41461.875	684.672607	24.605255
41461.91667	684.59375	24.60376
41461.95833	684.616821	24.606232
41462	684.598145	24.609131
41462.04167	684.618713	24.606689
41462.08333	684.688599	24.607178
41462.125	684.839539	24.608643
41462.16667	684.75177	24.608643
41462.20833	684.69873	24.609131
41462.25	684.64679	24.608154
41462.29167	684.522095	24.611084
41462.33333	684.401672	24.608154
41462.375	684.33136	24.610138
41462.41667	684.300659	24.613037
41462.45833	684.425293	24.612549
41462.5	684.523987	24.609131
41462.54167	684.740417	24.611572
41462.58333	684.944641	24.610626
41462.625	685.045349	24.610138
41462.66667	685.105896	24.608154
41462.70833	685.145813	24.611084
41462.75	684.802063	24.609619
41462.79167	684.563965	24.607178
41462.83333	684.312073	24.610138
41462.875	684.184204	24.609131
41462.91667	684.117676	24.610626
41462.95833	684.100159	24.610626
41463	684.161804	24.613037
41463.04167	684.373718	24.611084
41463.08333	684.373718	24.61203
41463.125	684.343872	24.608643
41463.16667	684.384521	24.612549
41463.20833	684.495239	24.610626
41463.25	684.291016	24.611572
41463.29167	684.177246	24.611572
41463.33333	684.09198	24.609619
41463.375	683.993835	24.609131
41463.41667	683.926453	24.609619
41463.45833	683.995178	24.610626
41463.5	684.112	24.611084
41463.54167	684.321228	24.61203
41463.58333	684.633118	24.611572
41463.625	684.620178	24.612549
41463.66667	684.725708	24.61203
41463.70833	684.488708	24.610626
41463.75	684.439941	24.61203
41463.79167	684.13031	24.611572
41463.83333	684.019165	24.609131
41463.875	683.9552	24.614014
41463.91667	683.976013	24.614502
41463.95833	683.838257	24.61499
41464	683.848633	24.613525
41464.04167	683.929443	24.61203
41464.08333	684.101746	24.613037
41464.125	684.089355	24.613037
41464.16667	684.080811	24.613525
41464.20833	684.056152	24.611572
41464.25	684.059387	24.614502
41464.29167	683.850281	24.613525
41464.33333	683.815674	24.614014
41464.375	683.709717	24.615967
41464.41667	683.766418	24.61203
41464.45833	683.846985	24.615479
41464.5	684.019165	24.611084
41464.54167	684.23468	24.614014
41464.58333	684.291016	24.613525
41464.625	684.471619	24.615967
41464.66667	684.48584	24.614502
41464.70833	684.24939	24.614014
41464.75	684.076294	24.615967
41464.79167	684.090759	24.61499
41464.83333	683.818909	24.614502
41464.875	683.755188	24.612549
41464.91667	683.708069	24.614014
41464.95833	683.783569	24.614502
41465	683.78064	24.616455
41465.04167	683.785339	24.614502
41465.08333	683.782654	24.615967
41465.125	683.833191	24.615479
41465.16667	683.861389	24.616913
41465.20833	683.870544	24.615967
41465.25	683.821167	24.61792
41465.29167	683.602173	24.615479
41465.33333	683.600098	24.614014
41465.375	683.556885	24.614502
41465.41667	683.498291	24.615967
41465.45833	683.575012	24.61499
41465.5	683.694519	24.615479
41465.54167	683.948425	24.617432
41465.58333	684.125244	24.613525
41465.625	684.147888	24.617432
41465.66667	684.119934	24.615967
41465.70833	684.068481	24.619385
41465.75	683.919861	24.616913
41465.79167	683.742798	24.616913
41465.83333	683.602173	24.61792
41465.875	683.399719	24.616913
41465.91667	683.333374	24.618896
41465.95833	683.325623	24.618896
41466	683.308899	24.616913
41466.04167	683.359192	24.613525
41466.08333	683.307068	24.615967
41466.125	683.317993	24.617432
41466.16667	683.262817	24.618408
41466.20833	683.314514	24.617432
41466.25	683.265686	24.618896
41466.29167	683.245117	24.615967
41466.33333	683.227966	24.617432
41466.375	683.161072	24.61792
41466.41667	683.138794	24.61792
41466.45833	683.192871	24.621338
41466.5	683.317993	24.62085
41466.54167	683.474182	24.616455
41466.58333	683.694519	24.621796
41466.625	683.815674	24.617432
41466.66667	683.891724	24.616455
41466.70833	683.740295	24.616913
41466.75	683.773376	24.62085
41466.79167	683.541931	24.620392
41466.83333	683.392334	24.618896
41466.875	683.230042	24.618408
41466.91667	683.091003	24.618896
41466.95833	683.100891	24.617432
41467	683.04303	24.615967
41467.04167	683.07605	24.61792
41467.08333	683.093933	24.62085
41467.125	683.078613	24.61792
41467.16667	683.086792	24.618408
41467.20833	683.083252	24.616913
41467.25	683.048279	24.618896
41467.29167	683.046082	24.619385
41467.33333	683.019714	24.619904
41467.375	682.966919	24.619385
41467.41667	683.037415	24.618896
41467.45833	683.152649	24.619904
41467.5	683.111572	24.621796
41467.54167	683.311462	24.620392
41467.58333	683.451477	24.619904
41467.625	683.549805	24.61792
41467.66667	683.600098	24.618408
41467.70833	683.610962	24.62085
41467.75	683.486816	24.62085
41467.79167	683.333374	24.62085
41467.83333	683.137329	24.620392
41467.875	683.024963	24.621796
41467.91667	682.908447	24.61792
41467.95833	682.895752	24.622314
41468	682.872559	24.622314
41468.04167	682.827454	24.623779
41468.08333	682.843079	24.622314
41468.125	682.866699	24.622314
41468.16667	682.954468	24.618896
41468.20833	682.931335	24.621796
41468.25	682.995728	24.621338
41468.29167	682.892578	24.620392
41468.33333	682.83728	24.623779
41468.375	682.932556	24.619904
41468.41667	682.771606	24.621338
41468.45833	682.792725	24.622803
41468.5	682.943481	24.622803
41468.54167	682.961853	24.621338
41468.58333	683.13269	24.622314
41468.625	683.199219	24.620392
41468.66667	683.199219	24.623779
41468.70833	683.170105	24.623291
41468.75	682.982239	24.621796
41468.79167	682.849609	24.621796
41468.83333	682.664368	24.623779
41468.875	682.578857	24.621796
41468.91667	682.674866	24.62619
41468.95833	682.48877	24.622314
41469	682.599609	24.624786
41469.04167	682.586731	24.622314
41469.08333	682.565247	24.625732
41469.125	682.611084	24.624786
41469.16667	682.589966	24.622803
41469.20833	682.541138	24.622314
41469.25	682.654419	24.621796
41469.29167	682.48114	24.623291
41469.33333	682.384827	24.623291
41469.375	682.281921	24.626678
41469.41667	682.350037	24.622314
41469.45833	682.309265	24.625732
41469.5	682.445129	24.623291
41469.54167	682.622559	24.625244
41469.58333	682.718323	24.625732
41469.625	682.792725	24.622803
41469.66667	682.756653	24.625244
41469.70833	682.686768	24.627686
41469.75	682.637817	24.623291
41469.79167	682.553833	24.623291
41469.83333	682.32135	24.627197
41469.875	682.429382	24.628174
