41438.76389	1694	0.561	3.7448
41438.77778	1694	0.561	3.7448
41438.79167	1694	0.561	3.7448
41438.80556	1694	0.561	3.7448
41438.81944	1694	0.561	3.7448
41438.83333	1694	0.561	3.7448
41438.84722	1694	0.561	3.7448
41438.86111	1694	0.561	3.7448
41438.875	1694	0.561	3.7448
41438.88889	1694	0.561	3.7448
41438.90278	1694	0.561	3.7448
41438.91667	1694	0.561	3.7448
41438.93056	1694	0.561	3.7448
41438.94444	1694	0.561	3.7448
41438.95833	1694	0.561	3.7448
41438.97222	1694	0.561	3.7448
41438.98611	1694	0.561	3.7448
41439	1694	0.561	3.7448
41439.01389	1694	0.561	3.7448
41439.02778	1694	0.561	3.7448
41439.04167	1694	0.561	3.7448
41439.05556	1695	0.5617	3.7441
41439.06944	1695	0.5617	3.7441
41439.08333	1695	0.5617	3.7441
41439.09722	1695	0.5617	3.7441
41439.11111	1695	0.5617	3.7441
41439.125	1695	0.5617	3.7441
41439.13889	1695	0.5617	3.7441
41439.15278	1695	0.5617	3.7441
41439.16667	1695	0.5617	3.7441
41439.18056	1695	0.5617	3.7441
41439.19444	1695	0.5617	3.7441
41439.20833	1695	0.5617	3.7441
41439.22222	1695	0.5617	3.7441
41439.23611	1695	0.5617	3.7441
41439.25	1694	0.561	3.7448
41439.26389	1694	0.561	3.7448
41439.27778	1694	0.561	3.7448
41439.29167	1693	0.5603	3.7455
41439.30556	1693	0.5603	3.7455
41439.31944	1693	0.5603	3.7455
41439.33333	1693	0.5603	3.7455
41439.34722	1693	0.5603	3.7455
41439.36111	1693	0.5603	3.7455
41439.375	1693	0.5603	3.7455
41439.38889	1693	0.5603	3.7455
41439.40278	1693	0.5603	3.7455
41439.41667	1693	0.5603	3.7455
41439.43056	1694	0.561	3.7448
41439.44444	1694	0.561	3.7448
41439.45833	1694	0.561	3.7448
41439.47222	1694	0.561	3.7448
41439.48611	1694	0.561	3.7448
41439.5	1695	0.5617	3.7441
41439.51389	1695	0.5617	3.7441
41439.52778	1695	0.5617	3.7441
41439.54167	1695	0.5617	3.7441
41439.55556	1696	0.5624	3.7434
41439.56944	1696	0.5624	3.7434
41439.58333	1697	0.5631	3.7427
41439.59722	1697	0.5631	3.7427
41439.61111	1697	0.5631	3.7427
41439.625	1697	0.5631	3.7427
41439.63889	1697	0.5631	3.7427
41439.65278	1698	0.5638	3.742
41439.66667	1698	0.5638	3.742
41439.68056	1698	0.5638	3.742
41439.69444	1698	0.5638	3.742
41439.70833	1697	0.5631	3.7427
41439.72222	1697	0.5631	3.7427
41439.73611	1697	0.5631	3.7427
41439.75	1696	0.5624	3.7434
41439.76389	1696	0.5624	3.7434
41439.77778	1696	0.5624	3.7434
41439.79167	1696	0.5624	3.7434
41439.80556	1695	0.5617	3.7441
41439.81944	1695	0.5617	3.7441
41439.83333	1695	0.5617	3.7441
41439.84722	1695	0.5617	3.7441
41439.86111	1695	0.5617	3.7441
41439.875	1695	0.5617	3.7441
41439.88889	1695	0.5617	3.7441
41439.90278	1695	0.5617	3.7441
41439.91667	1695	0.5617	3.7441
41439.93056	1695	0.5617	3.7441
41439.94444	1695	0.5617	3.7441
41439.95833	1695	0.5617	3.7441
41439.97222	1695	0.5617	3.7441
41439.98611	1695	0.5617	3.7441
41440	1695	0.5617	3.7441
41440.01389	1695	0.5617	3.7441
41440.02778	1695	0.5617	3.7441
41440.04167	1695	0.5617	3.7441
41440.05556	1695	0.5617	3.7441
41440.06944	1695	0.5617	3.7441
41440.08333	1695	0.5617	3.7441
41440.09722	1695	0.5617	3.7441
41440.11111	1695	0.5617	3.7441
41440.125	1695	0.5617	3.7441
41440.13889	1695	0.5617	3.7441
41440.15278	1695	0.5617	3.7441
41440.16667	1695	0.5617	3.7441
41440.18056	1695	0.5617	3.7441
41440.19444	1695	0.5617	3.7441
41440.20833	1695	0.5617	3.7441
41440.22222	1695	0.5617	3.7441
41440.23611	1695	0.5617	3.7441
41440.25	1695	0.5617	3.7441
41440.26389	1695	0.5617	3.7441
41440.27778	1695	0.5617	3.7441
41440.29167	1695	0.5617	3.7441
41440.30556	1695	0.5617	3.7441
41440.31944	1695	0.5617	3.7441
41440.33333	1695	0.5617	3.7441
41440.34722	1695	0.5617	3.7441
41440.36111	1695	0.5617	3.7441
41440.375	1695	0.5617	3.7441
41440.38889	1695	0.5617	3.7441
41440.40278	1695	0.5617	3.7441
41440.41667	1695	0.5617	3.7441
41440.43056	1695	0.5617	3.7441
41440.44444	1695	0.5617	3.7441
41440.45833	1695	0.5617	3.7441
41440.47222	1695	0.5617	3.7441
41440.48611	1695	0.5617	3.7441
41440.5	1696	0.5624	3.7434
41440.51389	1696	0.5624	3.7434
41440.52778	1696	0.5624	3.7434
41440.54167	1697	0.5631	3.7427
41440.55556	1697	0.5631	3.7427
41440.56944	1697	0.5631	3.7427
41440.58333	1697	0.5631	3.7427
41440.59722	1698	0.5638	3.742
41440.61111	1698	0.5638	3.742
41440.625	1698	0.5638	3.742
41440.63889	1698	0.5638	3.742
41440.65278	1698	0.5638	3.742
41440.66667	1698	0.5638	3.742
41440.68056	1698	0.5638	3.742
41440.69444	1697	0.5631	3.7427
41440.70833	1697	0.5631	3.7427
41440.72222	1697	0.5631	3.7427
41440.73611	1697	0.5631	3.7427
41440.75	1697	0.5631	3.7427
41440.76389	1697	0.5631	3.7427
41440.77778	1697	0.5631	3.7427
41440.79167	1697	0.5631	3.7427
41440.80556	1697	0.5631	3.7427
41440.81944	1697	0.5631	3.7427
41440.83333	1697	0.5631	3.7427
41440.84722	1697	0.5631	3.7427
41440.86111	1697	0.5631	3.7427
41440.875	1697	0.5631	3.7427
41440.88889	1697	0.5631	3.7427
41440.90278	1697	0.5631	3.7427
41440.91667	1697	0.5631	3.7427
41440.93056	1697	0.5631	3.7427
41440.94444	1697	0.5631	3.7427
41440.95833	1697	0.5631	3.7427
41440.97222	1697	0.5631	3.7427
41440.98611	1697	0.5631	3.7427
41441	1697	0.5631	3.7427
41441.01389	1697	0.5631	3.7427
41441.02778	1697	0.5631	3.7427
41441.04167	1697	0.5631	3.7427
41441.05556	1697	0.5631	3.7427
41441.06944	1697	0.5631	3.7427
41441.08333	1697	0.5631	3.7427
41441.09722	1697	0.5631	3.7427
41441.11111	1697	0.5631	3.7427
41441.125	1697	0.5631	3.7427
41441.13889	1697	0.5631	3.7427
41441.15278	1697	0.5631	3.7427
41441.16667	1697	0.5631	3.7427
41441.18056	1697	0.5631	3.7427
41441.19444	1697	0.5631	3.7427
41441.20833	1697	0.5631	3.7427
41441.22222	1697	0.5631	3.7427
41441.23611	1697	0.5631	3.7427
41441.25	1697	0.5631	3.7427
41441.26389	1697	0.5631	3.7427
41441.27778	1697	0.5631	3.7427
41441.29167	1697	0.5631	3.7427
41441.30556	1697	0.5631	3.7427
41441.31944	1697	0.5631	3.7427
41441.33333	1697	0.5631	3.7427
41441.34722	1697	0.5631	3.7427
41441.36111	1697	0.5631	3.7427
41441.375	1697	0.5631	3.7427
41441.38889	1697	0.5631	3.7427
41441.40278	1697	0.5631	3.7427
41441.41667	1697	0.5631	3.7427
41441.43056	1697	0.5631	3.7427
41441.44444	1697	0.5631	3.7427
41441.45833	1697	0.5631	3.7427
41441.47222	1697	0.5631	3.7427
41441.48611	1697	0.5631	3.7427
41441.5	1697	0.5631	3.7427
41441.51389	1697	0.5631	3.7427
41441.52778	1697	0.5631	3.7427
41441.54167	1697	0.5631	3.7427
41441.55556	1697	0.5631	3.7427
41441.56944	1697	0.5631	3.7427
