41375	982.274
41375.04167	981.799
41375.08333	981.719
41375.125	981.282
41375.16667	981.621
41375.20833	982.175
41375.25	982.577
41375.29167	982.713
41375.33333	983.163
41375.375	983.34
41375.41667	982.942
41375.45833	982.523
41375.5	981.432
41375.54167	980.519
41375.58333	979.23
41375.625	978.629
41375.66667	978.397
41375.70833	978.697
41375.75	979.17
41375.79167	979.789
41375.83333	980.791
41375.875	981.428
41375.91667	981.764
41375.95833	981.585
41376	981.889
41376.04167	981.991
41376.08333	982.142
41376.125	981.297
41376.16667	981.316
41376.20833	981.638
41376.25	982.116
41376.29167	982.851
41376.33333	984.237
41376.375	983.996
41376.41667	983.003
41376.45833	982.457
41376.5	981.45
41376.54167	980.82
41376.58333	979.829
41376.625	979.083
41376.66667	978.758
41376.70833	978.597
41376.75	979.013
41376.79167	980.113
41376.83333	980.905
41376.875	981.252
41376.91667	982.098
41376.95833	982.267
41377	981.997
41377.04167	981.725
41377.08333	981.773
41377.125	981.658
41377.16667	981.71
41377.20833	982.008
41377.25	982.681
41377.29167	983.029
41377.33333	983.446
41377.375	983.97
41377.41667	983.827
41377.45833	983.024
41377.5	982.082
41377.54167	980.808
41377.58333	979.628
41377.625	979.088
41377.66667	978.401
41377.70833	978.814
41377.75	978.949
41377.79167	979.643
41377.83333	980.356
41377.875	981.198
41377.91667	981.489
41377.95833	981.37
41378	981.233
41378.04167	980.454
41378.08333	980.351
41378.125	980.118
41378.16667	980.146
41378.20833	980.555
41378.25	980.971
41378.29167	981.639
41378.33333	982.381
41378.375	982.715
41378.41667	982.397
41378.45833	981.697
41378.5	980.741
41378.54167	979.387
41378.58333	978.203
41378.625	977.378
41378.66667	977.122
41378.70833	976.965
41378.75	977.266
41378.79167	977.829
41378.83333	978.528
41378.875	979.167
41378.91667	979.061
41378.95833	979.364
41379	979.252
41379.04167	978.6
41379.08333	978.385
41379.125	978.303
41379.16667	978
41379.20833	978.338
41379.25	978.684
41379.29167	978.947
41379.33333	979.471
41379.375	980.035
41379.41667	979.276
41379.45833	979.03
41379.5	978.1
41379.54167	976.991
41379.58333	975.85
41379.625	974.941
41379.66667	974.594
41379.70833	974.869
41379.75	975.204
41379.79167	975.945
41379.83333	976.462
41379.875	977.253
41379.91667	977.974
41379.95833	978.36
41380	978.201
41380.04167	978.323
41380.08333	978.009
41380.125	978.073
41380.16667	978.916
41380.20833	979.657
41380.25	980.372
41380.29167	981.16
41380.33333	981.731
41380.375	982.065
41380.41667	982.011
41380.45833	981.381
41380.5	980.467
41380.54167	978.991
41380.58333	978.094
41380.625	977.548
41380.66667	977.029
41380.70833	977.24
41380.75	977.569
41380.79167	978.244
41380.83333	978.945
41380.875	979.446
41380.91667	979.878
41380.95833	979.917
41381	979.454
41381.04167	980.103
41381.08333	979.83
41381.125	979.778
41381.16667	980.001
41381.20833	980.266
41381.25	980.909
41381.29167	981.409
41381.33333	982.039
41381.375	982.204
41381.41667	981.955
41381.45833	981.271
41381.5	980.474
41381.54167	979.114
41381.58333	978.196
41381.625	977.511
41381.66667	977.284
41381.70833	977.444
41381.75	977.607
41381.79167	978.225
41381.83333	979.294
41381.875	979.658
41381.91667	980.116
41381.95833	979.874
41382	979.75
41382.04167	979.576
41382.08333	979.678
41382.125	979.442
41382.16667	979.708
41382.20833	980.02
41382.25	980.491
41382.29167	981.35
41382.33333	982.026
41382.375	982.519
41382.41667	982.461
41382.45833	982.265
41382.5	980.981
41382.54167	979.694
41382.58333	979.012
41382.625	978.213
41382.66667	978.202
41382.70833	978.482
41382.75	978.775
41382.79167	979.5
41382.83333	980.047
41382.875	980.483
41382.91667	980.961
41382.95833	980.961
41383	981.365
41383.04167	981.48
41383.08333	981.334
41383.125	981.193
41383.16667	981.253
41383.20833	981.479
41383.25	981.94
41383.29167	982.845
41383.33333	983.509
41383.375	984.034
41383.41667	984.002
41383.45833	983.459
41383.5	981.945
41383.54167	981.173
41383.58333	980.07
41383.625	979.423
41383.66667	979.266
41383.70833	979.16
41383.75	979.684
41383.79167	980.268
41383.83333	981.202
41383.875	982.001
41383.91667	982.355
41383.95833	982.355
41384	982.115
41384.04167	981.645
41384.08333	981.395
41384.125	981.003
41384.16667	981.407
41384.20833	981.498
41384.25	982.259
41384.29167	982.763
41384.33333	983.704
41384.375	983.829
41384.41667	983.529
41384.45833	982.905
41384.5	981.761
41384.54167	980.477
41384.58333	979.518
41384.625	978.625
41384.66667	977.974
41384.70833	978.106
41384.75	978.451
41384.79167	979.086
41384.83333	979.912
41384.875	980.266
41384.91667	980.436
41384.95833	980.771
41385	980.171
41385.04167	980.139
41385.08333	979.444
41385.125	978.949
41385.16667	978.699
41385.20833	978.635
41385.25	979.16
41385.29167	979.589
41385.33333	980.142
41385.375	980.27
41385.41667	980.09
41385.45833	979.73
41385.5	978.59
41385.54167	977.285
41385.58333	976.427
41385.625	976.024
41385.66667	975.574
41385.70833	975.656
41385.75	975.968
41385.79167	976.779
41385.83333	977.456
41385.875	977.672
41385.91667	977.691
41385.95833	977.215
41386	976.754
41386.04167	976.527
41386.08333	975.971
41386.125	975.859
41386.16667	975.842
41386.20833	975.858
41386.25	976.816
41386.29167	978.075
41386.33333	978.724
41386.375	979.449
41386.41667	979.832
41386.45833	979.189
41386.5	978.3
41386.54167	976.945
41386.58333	975.926
41386.625	974.984
41386.66667	975.34
41386.70833	976.073
41386.75	976.681
41386.79167	977.558
41386.83333	978.796
41386.875	979.443
41386.91667	980.14
41386.95833	980.837
41387	980.977
41387.04167	981.075
41387.08333	980.536
41387.125	980.279
41387.16667	980.88
41387.20833	981.343
41387.25	982.192
41387.29167	982.565
41387.33333	983.429
41387.375	983.858
41387.41667	984.179
41387.45833	984.114
41387.5	982.936
41387.54167	981.796
41387.58333	981.411
41387.625	981.209
41387.66667	980.481
41387.70833	980.54
41387.75	981.38
41387.79167	982.431
41387.83333	983.139
41387.875	983.436
41387.91667	983.721
41387.95833	984.2
41388	983.878
41388.04167	983.732
41388.08333	983.677
41388.125	984.046
41388.16667	984.163
41388.20833	985.044
41388.25	985.31
41388.29167	986.039
41388.33333	986.402
41388.375	987.254
41388.41667	987.318
41388.45833	987.155
41388.5	986.119
41388.54167	984.575
41388.58333	983.568
41388.625	982.328
41388.66667	982.419
41388.70833	982.366
41388.75	982.61
41388.79167	984.145
41388.83333	984.793
41388.875	985.573
41388.91667	986.111
41388.95833	985.943
41389	986.187
41389.04167	985.864
41389.08333	985.58
41389.125	985.483
41389.16667	985.939
41389.20833	986.253
41389.25	986.579
41389.29167	987.336
41389.33333	988.1
41389.375	988.396
41389.41667	988.607
41389.45833	988.213
41389.5	987.374
41389.54167	986.185
41389.58333	985.154
41389.625	984.792
41389.66667	984.191
41389.70833	984.44
41389.75	985.04
41389.79167	986.127
41389.83333	986.934
41389.875	987.678
41389.91667	988.224
41389.95833	988.365
41390	988.476
41390.04167	988.196
41390.08333	988.389
41390.125	988.159
41390.16667	987.947
41390.20833	987.796
41390.25	988.031
41390.29167	988.64
41390.33333	989.286
41390.375	989.433
41390.41667	989.524
41390.45833	988.748
41390.5	987.639
41390.54167	986.425
41390.58333	985.353
41390.625	984.7
41390.66667	984.122
41390.70833	984.451
41390.75	984.282
41390.79167	985.269
41390.83333	986.327
41390.875	986.955
41390.91667	986.894
41390.95833	987.098
41391	987.183
41391.04167	987.016
41391.08333	986.454
41391.125	986.044
41391.16667	986.008
41391.20833	985.757
41391.25	985.57
41391.29167	985.846
41391.33333	986.315
41391.375	986.795
41391.41667	986.94
41391.45833	986.229
41391.5	985.103
41391.54167	983.996
41391.58333	982.842
41391.625	982.109
41391.66667	981.947
41391.70833	981.863
41391.75	982.391
41391.79167	983.343
41391.83333	983.929
41391.875	984.481
41391.91667	984.703
41391.95833	984.611
41392	984.408
41392.04167	984.506
41392.08333	984.398
41392.125	984.411
41392.16667	984.21
41392.20833	984.273
41392.25	984.489
41392.29167	985.151
41392.33333	985.469
41392.375	985.98
41392.41667	985.984
41392.45833	985.344
41392.5	984.176
41392.54167	982.951
41392.58333	981.94
41392.625	981.342
41392.66667	981.147
41392.70833	981.191
41392.75	981.564
41392.79167	982.543
41392.83333	983.296
41392.875	984.176
41392.91667	984.014
41392.95833	984.165
41393	983.888
41393.04167	983.853
41393.08333	983.792
41393.125	983.744
41393.16667	983.836
41393.20833	983.944
41393.25	984.599
41393.29167	985.042
41393.33333	985.569
41393.375	985.794
41393.41667	985.899
41393.45833	985.642
41393.5	984.553
41393.54167	983.662
41393.58333	982.783
41393.625	982.217
41393.66667	982.063
41393.70833	982.251
41393.75	982.763
41393.79167	983.439
41393.83333	984.173
41393.875	985.031
41393.91667	984.879
41393.95833	984.661
41394	984.225
41394.04167	984.345
41394.08333	984.169
41394.125	984.409
41394.16667	984.396
41394.20833	984.998
41394.25	985.4
41394.29167	985.675
41394.33333	986.274
41394.375	986.495
41394.41667	986.585
41394.45833	986.068
41394.5	985.118
41394.54167	983.873
41394.58333	982.451
41394.625	982.11
41394.66667	981.781
41394.70833	981.508
41394.75	982.172
41394.79167	982.842
41394.83333	983.922
41394.875	984.538
41394.91667	984.692
41394.95833	984.82
41395	984.592
41395.04167	984.536
41395.08333	984.312
41395.125	983.81
41395.16667	983.433
41395.20833	983.863
41395.25	984.127
41395.29167	984.712
41395.33333	985.358
41395.375	985.654
41395.41667	985.495
41395.45833	984.833
41395.5	983.744
41395.54167	982.877
41395.58333	981.544
41395.625	981.042
41395.66667	980.579
41395.70833	980.864
41395.75	981.277
41395.79167	982.267
41395.83333	982.91
41395.875	983.879
41395.91667	984.373
41395.95833	984.248
41396	983.998
41396.04167	984.026
41396.08333	983.747
41396.125	983.607
41396.16667	983.581
41396.20833	983.585
41396.25	983.791
41396.29167	984.272
41396.33333	984.812
41396.375	985.288
41396.41667	985.278
41396.45833	984.383
41396.5	983.329
41396.54167	981.871
41396.58333	980.716
41396.625	980.487
41396.66667	980.57
41396.70833	980.641
41396.75	981.117
41396.79167	982.032
41396.83333	983.005
41396.875	983.964
41396.91667	983.942
41396.95833	983.95
41397	983.861
41397.04167	983.805
41397.08333	983.568
41397.125	983.456
41397.16667	983.31
41397.20833	983.632
41397.25	983.925
41397.29167	984.709
41397.33333	985.501
41397.375	985.808
41397.41667	985.72
41397.45833	985.124
41397.5	984.344
41397.54167	983.257
41397.58333	982.177
41397.625	981.487
41397.66667	981.422
41397.70833	981.284
41397.75	982.301
41397.79167	982.839
41397.83333	983.613
41397.875	984.364
41397.91667	984.867
41397.95833	985.044
41398	985.09
41398.04167	984.98
41398.08333	984.872
41398.125	984.591
41398.16667	984.251
41398.20833	984.415
41398.25	984.821
41398.29167	985.264
41398.33333	986.382
41398.375	986.702
41398.41667	986.502
41398.45833	985.671
41398.5	984.445
41398.54167	983.559
41398.58333	982.523
41398.625	981.723
41398.66667	981.674
41398.70833	981.632
41398.75	982.242
41398.79167	983.019
41398.83333	983.85
41398.875	984.418
41398.91667	984.321
41398.95833	984.153
41399	983.728
41399.04167	983.807
41399.08333	983.151
41399.125	982.947
41399.16667	982.653
41399.20833	982.524
41399.25	983.141
41399.29167	984.165
41399.33333	984.701
41399.375	985.001
41399.41667	984.356
41399.45833	983.497
41399.5	982.345
41399.54167	981.157
41399.58333	980.611
41399.625	979.833
41399.66667	979.251
41399.70833	979.73
41399.75	980.112
41399.79167	980.472
41399.83333	981.7
41399.875	982.127
41399.91667	982.181
41399.95833	982.466
41400	981.871
41400.04167	981.863
41400.08333	981.38
41400.125	981.408
41400.16667	981.587
41400.20833	981.538
41400.25	982.036
41400.29167	982.594
41400.33333	983.223
41400.375	983.363
41400.41667	983.221
41400.45833	982.624
41400.5	981.683
41400.54167	980.232
41400.58333	979.2
41400.625	978.584
41400.66667	978.448
41400.70833	978.971
41400.75	979.351
41400.79167	979.684
41400.83333	980.497
41400.875	981.264
41400.91667	981.573
41400.95833	981.299
41401	980.963
41401.04167	980.76
41401.08333	980.446
41401.125	980.423
41401.16667	980.366
41401.20833	980.773
41401.25	981.382
41401.29167	982.125
41401.33333	983.121
41401.375	983.668
41401.41667	983.762
41401.45833	983.245
41401.5	982.594
41401.54167	981.559
41401.58333	980.658
41401.625	980.077
41401.66667	979.638
41401.70833	980.024
41401.75	980.397
41401.79167	981.425
41401.83333	981.961
41401.875	982.609
41401.91667	983.071
41401.95833	983.078
41402	983.037
41402.04167	982.99
41402.08333	983.019
41402.125	982.585
41402.16667	982.78
41402.20833	983.341
41402.25	983.537
41402.29167	984.419
41402.33333	985.215
41402.375	985.758
41402.41667	985.964
41402.45833	985.845
41402.5	984.266
41402.54167	982.929
41402.58333	981.697
41402.625	981.125
41402.66667	980.802
41402.70833	980.883
41402.75	981.585
41402.79167	981.912
41402.83333	982.977
41402.875	983.701
41402.91667	984.041
41402.95833	984.421
41403	984.177
41403.04167	984.18
41403.08333	984.408
41403.125	984.326
41403.16667	984.099
41403.20833	984.095
41403.25	984.156
41403.29167	984.586
41403.33333	985.098
41403.375	985.498
41403.41667	985.462
41403.45833	984.878
41403.5	984.257
41403.54167	983.007
41403.58333	982.009
41403.625	981.703
41403.66667	981.522
41403.70833	981.947
41403.75	982.578
41403.79167	983.096
41403.83333	983.496
41403.875	984.163
41403.91667	984.235
41403.95833	984.138
41404	984.049
41404.04167	984.038
41404.08333	983.75
41404.125	983.233
41404.16667	983.293
41404.20833	983.313
41404.25	983.544
41404.29167	984.083
41404.33333	984.815
41404.375	985.581
41404.41667	985.326
41404.45833	985.272
41404.5	983.794
41404.54167	982.56
41404.58333	981.295
41404.625	980.627
41404.66667	980.488
41404.70833	980.672
41404.75	981.029
41404.79167	981.52
41404.83333	982.153
41404.875	982.432
41404.91667	982.86
41404.95833	982.831
41405	982.871
41405.04167	982.427
41405.08333	982.496
41405.125	982.509
41405.16667	982.505
41405.20833	982.53
41405.25	982.587
41405.29167	983.538
41405.33333	983.932
41405.375	984.121
41405.41667	984.438
41405.45833	984.084
41405.5	982.775
41405.54167	981.895
41405.58333	980.58
41405.625	979.629
41405.66667	979.311
41405.70833	979.498
41405.75	979.931
41405.79167	980.425
41405.83333	980.678
41405.875	981.501
41405.91667	981.843
41405.95833	981.3
41406	980.906
41406.04167	981.161
41406.08333	981.089
41406.125	980.562
41406.16667	981.191
41406.20833	981.485
41406.25	982.048
41406.29167	983.414
41406.33333	984.507
41406.375	985.436
41406.41667	986.159
41406.45833	986.348
41406.5	986.071
41406.54167	985.582
41406.58333	985.866
41406.625	985.32
41406.66667	985.516
41406.70833	985.716
41406.75	986.072
41406.79167	986.06
41406.83333	985.99
41406.875	986.164
41406.91667	986.597
41406.95833	986.702
41407	986.312
41407.04167	986.085
41407.08333	985.544
41407.125	985.393
41407.16667	985.486
41407.20833	984.843
41407.25	985.334
41407.29167	986.003
41407.33333	987.041
41407.375	987.53
41407.41667	988.095
41407.45833	987.662
41407.5	986.841
41407.54167	985.729
41407.58333	984.947
41407.625	984.763
41407.66667	984.574
41407.70833	985.129
41407.75	985.573
41407.79167	986.079
41407.83333	986.853
41407.875	987.038
41407.91667	987.105
41407.95833	986.593
41408	985.955
41408.04167	985.748
41408.08333	985.237
41408.125	984.461
41408.16667	984.215
41408.20833	984.776
41408.25	984.777
41408.29167	985.39
41408.33333	986.159
41408.375	986.184
41408.41667	986.608
41408.45833	985.917
41408.5	985.324
41408.54167	984.072
41408.58333	982.846
41408.625	981.507
41408.66667	981.542
41408.70833	981.936
41408.75	982.901
41408.79167	983.781
41408.83333	984.236
41408.875	984.579
41408.91667	985.197
41408.95833	985.331
41409	984.974
41409.04167	984.569
41409.08333	983.121
41409.125	983.124
41409.16667	982.934
41409.20833	983.846
41409.25	982.719
41409.29167	983.437
41409.33333	983.874
41409.375	984.78
41409.41667	985.28
41409.45833	984.188
41409.5	982.547
41409.54167	983.292
41409.58333	982.202
41409.625	981.407
41409.66667	981.583
41409.70833	981.592
41409.75	982.307
41409.79167	982.908
41409.83333	983.417
41409.875	984.56
41409.91667	984
41409.95833	985.013
41410	984.382
41410.04167	984.233
41410.08333	984.198
