41372.76042	29.429352	1064.098389	981.210327
41372.77083	28.670502	1063.987915	981.146912
41372.78125	28.620331	1064.58728	981.583923
41372.79167	28.600464	1064.807007	981.910095
41372.80208	28.591034	1065.082397	982.155701
41372.8125	28.587067	1065.253662	982.419739
41372.82292	28.580612	1065.306152	982.672302
41372.83333	28.579117	1065.481079	982.722473
41372.84375	28.57663	1065.738037	983.104492
41372.85417	28.574631	1066.050537	983.251343
41372.86458	28.574142	1066.203247	983.575684
41372.875	28.569672	1066.396729	983.653198
41372.88542	28.569672	1066.75415	983.724976
41372.89583	28.570175	1066.675903	983.919739
41372.90625	28.567673	1066.757813	984.260681
41372.91667	28.566681	1066.858521	984.057617
41372.92708	28.568665	1066.973633	984.212952
41372.9375	28.563705	1066.958862	984.400085
41372.94792	28.566681	1067.00354	984.347717
41372.95833	28.565689	1067.011108	984.339783
41372.96875	28.565216	1067.014648	984.286804
41372.97917	28.566681	1066.828613	984.229858
41372.98958	28.568665	1066.94043	984.118347
41373	28.565689	1066.910522	984.26062
41373.01042	28.564224	1066.84729	984.134216
41373.02083	28.564697	1066.709595	984.066223
41373.03125	28.565216	1066.608765	983.909119
41373.04167	28.566208	1066.601563	983.771362
41373.05208	28.563232	1066.586548	983.9245
41373.0625	28.565689	1066.512207	983.852966
41373.07292	28.562714	1066.497192	983.789124
41373.08333	28.563705	1066.642456	983.615417
41373.09375	28.564697	1066.560547	983.640259
41373.10417	28.565689	1066.259033	983.418884
41373.11458	28.566681	1066.366821	983.525818
41373.125	28.565216	1066.288818	983.466187
41373.13542	28.564224	1065.942749	983.179932
41373.14583	28.564697	1065.838501	983.123291
41373.15625	28.5672	1065.857056	983.329895
41373.16667	28.564697	1065.935181	983.2453
41373.17708	28.565216	1065.879395	983.156921
41373.1875	28.566208	1065.931519	983.030762
41373.19792	28.565216	1066.035767	983.2547
41373.20833	28.565216	1065.976196	983.442505
41373.21875	28.566681	1066.23291	983.370972
41373.22917	28.564697	1066.17334	983.590332
41373.23958	28.566681	1066.169678	983.69635
41373.25	28.569183	1066.54187	983.873352
41373.26042	28.565689	1066.437866	984.069031
41373.27083	28.568192	1066.567993	984.128418
41373.28125	28.5672	1066.631348	984.270996
41373.29167	28.565689	1066.690796	984.139893
41373.30208	28.564697	1066.984863	984.525635
41373.3125	28.566681	1067.10376	984.588196
41373.32292	28.565216	1067.077881	984.626038
41373.33333	28.564224	1067.25293	984.74884
41373.34375	28.5672	1067.394409	984.691956
41373.35417	28.568192	1067.416504	984.84729
41373.36458	28.566208	1067.517334	984.881287
41373.375	28.566208	1067.67334	984.938171
41373.38542	28.564224	1067.725464	984.91272
41373.39583	28.565689	1067.669922	984.919678
41373.40625	28.565689	1067.722046	984.962585
41373.41667	28.565216	1067.811157	984.826904
41373.42708	28.566681	1067.599243	984.702698
41373.4375	28.5672	1067.647461	984.711548
41373.44792	28.565689	1067.621338	984.735535
41373.45833	28.564224	1067.36438	984.522766
41373.46875	28.564224	1067.208008	984.358398
41373.47917	28.566208	1066.936401	983.926208
41373.48958	28.566208	1066.873169	983.747925
41373.5	28.566208	1066.497192	983.577698
41373.51042	28.569672	1066.076782	983.040894
41373.52083	28.563705	1065.827393	982.648438
41373.53125	28.564697	1065.510864	982.228699
41373.54167	28.5672	1065.179565	981.900024
41373.55208	28.5672	1065.004639	981.793823
41373.5625	28.5672	1064.740356	981.61145
41373.57292	28.570175	1064.505859	981.367371
41373.58333	28.565216	1064.330933	980.953491
41373.59375	28.565216	1064.286377	981.010193
41373.60417	28.566681	1064.040527	980.782959
41373.61458	28.568192	1064.025024	980.501404
41373.625	28.566681	1063.653442	980.430725
41373.63542	28.568192	1063.634888	980.428894
41373.64583	28.566208	1063.809204	980.373413
41373.65625	28.570175	1063.396484	980.196106
41373.66667	28.566208	1063.445068	980.032715
41373.67708	28.566208	1063.322266	980.224182
41373.6875	28.568665	1063.400269	980.138123
41373.69792	28.570175	1063.415161	980.142883
41373.70833	28.569672	1063.381836	980.068481
41373.71875	28.568665	1063.533569	980.125671
41373.72917	28.567673	1063.314697	980.139832
41373.73958	28.567673	1063.701294	980.280396
41373.75	28.569183	1063.500854	980.32373
41373.76042	28.568665	1063.5271	980.556824
41373.77083	28.570175	1063.950684	980.858826
41373.78125	28.570663	1063.99231	981.239868
41373.79167	28.571167	1064.446167	981.443359
41373.80208	28.570663	1064.747925	981.742188
41373.8125	28.569183	1064.788818	981.969604
41373.82292	28.569183	1064.971069	982.130737
41373.83333	28.569183	1065.187012	982.323364
41373.84375	28.568192	1065.268799	982.520447
41373.85417	28.568192	1065.514648	982.853455
41373.86458	28.572159	1065.592896	983.073486
41373.875	28.570663	1065.801392	983.329041
41373.88542	28.568665	1065.897949	983.451111
